iter	Passed	Remaining
203	800	3124
204	803	3116
205	806	3109
206	810	3105
207	813	3097
208	816	3089
209	819	3083
210	821	3071
211	825	3069
212	828	3061
213	831	3053
214	834	3045
215	836	3037
216	841	3035
217	843	3027
218	846	3019
219	849	3011
220	852	3003
221	855	2996
222	858	2992
223	861	2984
224	864	2977
225	867	2969
226	869	2962
227	874	2961
228	877	2954
229	880	2948
230	883	2941
231	886	2934
232	891	2933
233	893	2926
234	896	2918
235	899	2911
236	902	2904
237	906	2901
238	909	2895
239	911	2887
240	914	2880
241	917	2873
242	921	2871
243	924	2864
244	927	2857
245	929	2850
246	932	2843
247	936	2838
248	938	2829
249	940	2821
250	943	2814
251	946	2808
252	948	2800
253	951	2794
254	955	2792
255	958	2785
256	961	2778
257	964	2772
258	966	2765
259	971	2766
260	974	2759
261	977	2753
262	980	2746
263	983	2740
264	988	2741
265	1007	2778
266	1011	2778
267	1026	2803
268	1031	2802
269	1039	2810
270	1045	2812
271	1052	2817
272	1058	2819
273	1063	2818
274	1072	2827
275	1076	2823
276	1080	2819
277	1086	2822
278	1091	2820
279	1095	2816
280	1103	2822
281	1107	2819
282	1110	2814
283	1114	2808
284	1118	2806
285	1121	2800
286	1125	2795
287	1143	2826
288	1146	2821
289	1151	2819
290	1154	2813
291	1157	2806
292	1160	2800
293	1163	2794
294	1168	2791
295	1171	2785
296	1174	2779
297	1177	2772
298	1182	2773
299	1185	2766
300	1189	2761
301	1192	2755
302	1195	2749
303	1200	2748
304	1203	2742
305	1206	2735
306	1209	2730
307	1212	2723
308	1216	2719
309	1219	2714
310	1222	2708
311	1225	2702
312	1229	2698
313	1233	2694
314	1236	2688
315	1239	2682
316	1242	2676
317	1246	2673
318	1250	2669
319	1253	2663
320	1256	2658
321	1260	2653
322	1264	2650
323	1269	2648
324	1273	2644
325	1277	2640
326	1280	2635
327	1283	2629
328	1286	2624
329	1290	2619
330	1293	2614
331	1296	2608
332	1299	2603
333	1302	2597
334	1306	2592
335	1309	2588
336	1312	2582
337	1316	2577
338	1319	2572
339	1322	2566
340	1325	2561
341	1328	2556
342	1331	2550
343	1334	2545
344	1338	2540
345	1341	2535
346	1344	2530
347	1347	2524
348	1350	2519
349	1354	2515
350	1357	2510
351	1361	2505
352	1364	2500
353	1367	2495
354	1370	2490
355	1375	2487
356	1378	2482
357	1381	2477
358	1384	2472
359	1387	2467
360	1391	2462
361	1394	2457
362	1397	2452
363	1400	2447
364	1403	2442
365	1407	2438
366	1410	2432
367	1413	2427
368	1416	2422
369	1419	2417
370	1424	2414
371	1427	2410
372	1430	2404
373	1433	2400
374	1436	2394
375	1440	2390
376	1443	2385
377	1446	2380
378	1449	2375
379	1452	2369
380	1456	2365
381	1459	2361
382	1462	2355
383	1465	2350
384	1468	2345
385	1471	2341
386	1474	2336
387	1477	2331
388	1481	2326
389	1482	2319
390	1485	2313
391	1489	2309
392	1492	2304
393	1495	2300
394	1498	2295
395	1501	2290
396	1505	2287
397	1509	2283
398	1513	2279
399	1516	2275
400	1520	2270
401	1523	2265
402	1526	2260
403	1529	2256
404	1532	2251
405	1535	2246
406	1538	2242
407	1541	2237
408	1544	2232
409	1548	2228
410	1551	2223
411	1554	2219
412	1558	2214
413	1561	2209
414	1564	2205
415	1567	2200
416	1572	2199
417	1578	2197
418	1581	2192
419	1585	2189
420	1593	2191
421	1596	2187
422	1600	2183
423	1603	2178
424	1606	2173
425	1609	2168
426	1612	2164
427	1615	2159
428	1619	2155
429	1622	2150
430	1625	2146
431	1628	2141
432	1631	2136
433	1634	2132
434	1637	2127
435	1641	2122
436	1644	2118
437	1647	2113
438	1650	2109
439	1653	2104
440	1657	2100
441	1660	2096
442	1663	2091
443	1666	2087
444	1670	2082
445	1672	2078
446	1675	2073
447	1679	2068
448	1682	2064
449	1686	2060
450	1689	2056
451	1692	2051
452	1695	2047
453	1698	2043
454	1701	2038
455	1704	2033
456	1707	2028
457	1710	2024
458	1713	2020
459	1717	2015
460	1720	2011
461	1723	2006
462	1726	2001
463	1729	1997
464	1732	1993
465	1735	1988
466	1738	1984
467	1741	1980
468	1745	1975
469	1748	1971
470	1751	1967
471	1754	1962
472	1757	1958
473	1761	1954
474	1765	1951
475	1768	1947
476	1771	1942
477	1774	1938
478	1777	1933
479	1781	1929
480	1784	1925
481	1787	1920
482	1791	1917
483	1794	1913
484	1797	1908
485	1800	1904
486	1803	1899
487	1806	1895
488	1809	1891
489	1813	1887
490	1816	1882
491	1819	1878
492	1822	1873
493	1825	1869
494	1828	1865
495	1831	1861
496	1834	1856
497	1837	1852
498	1840	1848
499	1844	1844
500	1847	1839
501	1850	1835
502	1853	1831
503	1856	1826
504	1859	1822
505	1862	1818
506	1865	1814
507	1868	1810
508	1871	1805
509	1874	1801
510	1878	1797
511	1881	1793
512	1884	1789
513	1887	1784
514	1890	1780
515	1894	1776
516	1897	1772
517	1900	1768
518	1903	1764
519	1906	1760
520	1910	1756
521	1913	1752
522	1916	1748
523	1921	1745
524	1924	1741
525	1927	1737
526	1930	1733
527	1933	1728
528	1936	1724
529	1940	1720
530	1944	1717
531	1947	1713
532	1950	1708
533	1953	1704
534	1956	1700
535	1960	1696
536	1963	1692
537	1966	1688
538	1969	1684
539	1973	1681
540	1976	1677
541	1979	1672
542	1982	1668
543	1985	1664
544	1989	1660
545	1992	1656
546	1995	1652
547	1998	1648
548	2001	1644
549	2004	1640
550	2007	1636
551	2010	1632
552	2013	1627
553	2016	1623
554	2019	1619
555	2023	1615
556	2026	1611
557	2029	1607
558	2032	1603
559	2035	1599
560	2038	1595
561	2041	1591
562	2044	1587
563	2048	1583
564	2051	1579
565	2054	1575
566	2057	1571
567	2060	1567
568	2064	1563
569	2067	1559
570	2071	1556
571	2074	1552
572	2078	1548
573	2081	1545
574	2085	1541
575	2088	1537
576	2092	1534
577	2096	1530
578	2099	1526
579	2104	1523
580	2107	1520
581	2111	1516
582	2115	1512
583	2119	1509
584	2124	1506
585	2127	1503
586	2131	1499
587	2136	1496
588	2142	1495
589	2146	1491
590	2151	1488
591	2155	1485
592	2158	1481
593	2162	1477
594	2165	1473
595	2168	1470
596	2172	1466
597	2175	1462
598	2178	1458
599	2182	1454
600	2185	1451
601	2188	1447
602	2192	1443
603	2195	1439
604	2198	1435
605	2201	1431
606	2204	1427
607	2207	1423
608	2210	1419
609	2214	1415
610	2217	1412
611	2220	1407
612	2223	1403
613	2226	1399
614	2229	1395
615	2233	1392
616	2236	1388
617	2239	1384
618	2242	1380
619	2245	1376
620	2249	1372
621	2252	1368
622	2255	1364
623	2258	1360
624	2261	1356
625	2264	1353
626	2267	1349
627	2270	1345
628	2273	1341
629	2277	1337
630	2281	1333
631	2284	1329
632	2286	1325
633	2289	1321
634	2293	1318
635	2296	1314
636	2299	1310
637	2302	1306
638	2305	1302
639	2308	1298
640	2311	1294
641	2314	1290
642	2317	1286
643	2321	1283
644	2324	1279
645	2327	1275
646	2330	1271
647	2333	1267
648	2336	1263
649	2339	1259
650	2342	1255
651	2346	1252
652	2350	1248
653	2353	1244
654	2356	1241
655	2359	1237
656	2362	1233
657	2366	1229
658	2369	1226
659	2372	1222
660	2375	1218
661	2379	1215
662	2383	1211
663	2386	1207
664	2390	1204
665	2394	1200
666	2397	1196
667	2400	1192
668	2403	1188
669	2406	1185
670	2409	1181
671	2412	1177
672	2415	1173
673	2418	1170
674	2422	1166
675	2425	1162
676	2428	1158
677	2432	1155
678	2435	1151
679	2438	1147
680	2441	1143
681	2445	1140
682	2448	1136
683	2451	1132
684	2454	1128
685	2459	1125
686	2462	1121
687	2465	1117
688	2468	1114
689	2471	1110
690	2474	1106
691	2477	1102
692	2480	1099
693	2483	1095
694	2487	1091
695	2491	1088
696	2495	1084
697	2498	1081
698	2502	1077
699	2505	1073
700	2510	1070
701	2513	1066
702	2516	1063
703	2519	1059
704	2523	1055
705	2526	1052
706	2529	1048
707	2532	1044
708	2535	1040
709	2539	1037
710	2542	1033
711	2545	1029
712	2548	1025
713	2551	1022
714	2556	1018
715	2559	1015
716	2563	1011
717	2566	1007
718	2569	1004
719	2572	1000
720	2575	996
721	2578	993
722	2581	989
723	2585	985
724	2588	981
725	2591	978
726	2594	974
727	2597	970
728	2601	967
729	2604	963
730	2607	959
731	2610	955
732	2613	952
733	2616	948
734	2619	944
735	2623	940
736	2626	937
737	2629	933
738	2632	929
739	2635	925
740	2639	922
741	2641	918
742	2644	914
743	2647	910
744	2650	907
745	2652	903
746	2655	899
747	2658	895
748	2661	891
749	2664	888
750	2667	884
751	2670	880
752	2673	877
753	2676	873
754	2679	869
755	2682	865
756	2686	862
757	2689	858
758	2692	854
759	2695	851
760	2698	847
761	2701	843
762	2704	840
763	2707	836
764	2710	832
765	2713	828
766	2716	825
767	2719	821
768	2722	817
769	2725	814
770	2728	810
771	2732	806
772	2735	803
773	2738	799
774	2741	795
775	2744	792
776	2747	788
777	2751	785
778	2754	781
779	2757	777
780	2760	774
781	2763	770
782	2767	766
783	2770	763
784	2773	759
785	2777	756
786	2780	752
787	2784	749
788	2787	745
789	2792	742
790	2796	738
791	2801	735
792	2805	732
793	2809	728
794	2813	725
795	2818	722
796	2822	718
797	2825	715
798	2829	711
799	2833	708
800	2836	704
801	2840	701
802	2843	697
803	2846	693
804	2849	690
805	2853	686
806	2856	683
807	2860	679
808	2863	676
809	2867	672
810	2870	668
811	2873	665
812	2876	661
813	2880	658
814	2883	654
815	2887	651
816	2890	647
817	2893	643
818	2898	640
819	2901	636
820	2904	633
821	2907	629
822	2911	626
823	2914	622
824	2917	618
825	2920	615
826	2923	611
827	2929	608
828	2932	604
829	2935	601
830	2938	597
831	2943	594
832	2946	590
833	2958	588
834	2962	585
835	2965	581
836	2968	578
837	2971	574
838	2974	570
839	2978	567
840	2981	563
841	2984	560
842	2988	556
843	2991	552
844	2994	549
845	2997	545
846	3000	542
847	3005	538
848	3008	535
849	3011	531
850	3014	527
851	3017	524
852	3021	520
853	3024	517
854	3027	513
855	3030	509
856	3033	506
857	3037	502
858	3041	499
859	3044	495
860	3047	491
861	3051	488
862	3055	485
863	3059	481
864	3062	477
865	3065	474
866	3068	470
867	3073	467
868	3076	463
869	3079	460
870	3082	456
871	3085	452
872	3087	449
873	3090	445
874	3093	441
875	3096	438
876	3099	434
877	3102	431
878	3105	427
879	3108	423
880	3110	420
881	3113	416
882	3116	412
883	3119	409
884	3124	405
885	3127	402
886	3129	398
887	3132	395
888	3135	391
889	3138	387
890	3142	384
891	3145	380
892	3148	377
893	3151	373
894	3155	370
895	3158	366
896	3173	364
897	3176	360
898	3179	357
899	3182	353
900	3185	349
901	3189	346
902	3192	342
903	3195	339
904	3198	335
905	3200	332
906	3204	328
907	3206	324
908	3209	321
909	3212	317
910	3214	314
911	3217	310
912	3220	306
913	3222	303
914	3225	299
915	3228	296
916	3231	292
917	3233	288
918	3236	285
919	3239	281
920	3242	278
921	3245	274
922	3247	270
923	3250	267
924	3253	263
925	3256	260
926	3258	256
927	3261	253
928	3264	249
929	3267	245
930	3270	242
931	3272	238
932	3275	235
933	3278	231
934	3281	228
935	3283	224
936	3286	220
937	3289	217
938	3292	213
939	3295	210
940	3297	206
941	3300	203
942	3303	199
943	3306	196
944	3309	192
945	3312	189
946	3316	185
947	3319	182
948	3321	178
949	3324	174
950	3327	171
951	3329	167
952	3338	164
953	3341	161
954	3344	157
955	3346	154
956	3350	150
957	3352	146
958	3355	143
959	3358	139
960	3360	136
961	3363	132
962	3367	129
963	3369	125
964	3372	122
965	3375	118
966	3378	115
967	3381	111
968	3384	108
969	3387	104
970	3389	101
971	3392	97
972	3395	94
973	3398	90
974	3401	87
975	3403	83
976	3406	80
977	3409	76
978	3412	73
979	3415	69
980	3418	66
981	3421	62
982	3424	59
983	3426	55
984	3430	52
985	3432	48
986	3435	45
987	3438	41
988	3441	38
989	3443	34
990	3447	31
991	3449	27
992	3452	24
993	3455	20
994	3457	17
995	3460	13
996	3463	10
997	3466	6
998	3469	3
999	3472	0
