iter	Logloss
181	0.3764713203
182	0.3763175518
183	0.3761431347
184	0.3759192627
185	0.3757431114
186	0.3755721577
187	0.3754097053
188	0.3752458639
189	0.3750730176
190	0.3748446222
191	0.3746766676
192	0.3745442749
193	0.3743961991
194	0.3742541892
195	0.3740843861
196	0.3738960379
197	0.373774245
198	0.3735279853
199	0.373371742
200	0.3732426758
201	0.3731281597
202	0.3730004891
203	0.3727803778
204	0.3726487595
205	0.3724948103
206	0.3723400838
207	0.3722480254
208	0.3720600169
209	0.3719245906
210	0.3718726019
211	0.3716233672
212	0.371549332
213	0.37129397
214	0.3711985954
215	0.3709497451
216	0.3708035741
217	0.3705746015
218	0.3704565762
219	0.3703226588
220	0.3701980105
221	0.3699708375
222	0.3698434161
223	0.3697311399
224	0.369601818
225	0.3694441493
226	0.3692756338
227	0.3689914357
228	0.3688732665
229	0.3687471735
230	0.3685415106
231	0.3684188356
232	0.368259858
233	0.36816662
234	0.3680566995
235	0.3678211752
236	0.3676188947
237	0.3674341554
238	0.3672673446
239	0.3670110904
240	0.3669133652
241	0.3668358372
242	0.366688989
243	0.366531006
244	0.3663712832
245	0.3663000043
246	0.366181111
247	0.3660577866
248	0.3660561609
249	0.3659744291
250	0.3658521956
251	0.3657946049
252	0.3656721566
253	0.3654446953
254	0.3653550227
255	0.3651828945
256	0.365030054
257	0.3649167832
258	0.3648075231
259	0.3646486727
260	0.3645553692
261	0.3644225032
262	0.3643117456
263	0.3642002838
264	0.3641261657
265	0.3640034839
266	0.3638458947
267	0.3637709072
268	0.3636808666
269	0.3635723185
270	0.3634669301
271	0.3633514245
272	0.3632416426
273	0.3631644026
274	0.3630335242
275	0.3628350501
276	0.3626759834
277	0.3625576057
278	0.3623275534
279	0.3622860736
280	0.3621151398
281	0.3620327548
282	0.3619075283
283	0.3618367167
284	0.3617210821
285	0.3615607032
286	0.3614756603
287	0.3613581292
288	0.3612193553
289	0.3610473797
290	0.3609478394
291	0.3608128426
292	0.3607295782
293	0.3605726825
294	0.3604677728
295	0.3603204505
296	0.3601132289
297	0.3599338223
298	0.3598370574
299	0.3596437556
300	0.3594872308
301	0.359269461
302	0.3590174663
303	0.3589686779
304	0.3588972546
305	0.358764487
306	0.3586904649
307	0.3586673742
308	0.3586016202
309	0.3583715694
310	0.3582734795
311	0.3581010558
312	0.3579972215
313	0.3578576079
314	0.3576881759
315	0.3575780853
316	0.3575023307
317	0.3573187636
318	0.3572204081
319	0.3571015146
320	0.356939795
321	0.3567665963
322	0.3566017229
323	0.356421839
324	0.3562762034
325	0.356222755
326	0.356099588
327	0.3559426851
328	0.3558327358
329	0.3557522872
330	0.3556298622
331	0.3554409011
332	0.3553331443
333	0.3552074432
334	0.3551600094
335	0.355001813
336	0.3548129614
337	0.3547420207
338	0.3545639038
339	0.3544799578
340	0.3543254879
341	0.3542070433
342	0.3541172037
343	0.353983091
344	0.3538353966
345	0.3537232669
346	0.3536208039
347	0.3535291311
348	0.3534272659
349	0.3532736497
350	0.3531319115
351	0.3530371476
352	0.3528758362
353	0.3527382493
354	0.3526756607
355	0.3525048334
356	0.3523696731
357	0.3522299914
358	0.3520402655
359	0.3518985049
360	0.3517304181
361	0.3516245871
362	0.3514856733
363	0.3512824349
364	0.351174228
365	0.3510644964
366	0.3509715395
367	0.3508098454
368	0.3507004744
369	0.3505950581
370	0.3505377933
371	0.3504152836
372	0.3503278624
373	0.3501148897
374	0.3499383878
375	0.3497846752
376	0.3497006206
377	0.3495612834
378	0.3494682136
379	0.3493071292
380	0.3491387132
381	0.3490206923
382	0.3488495901
383	0.3487233786
384	0.3485533089
385	0.3484463808
386	0.3483854951
387	0.3482520315
388	0.3481652958
389	0.3481605625
390	0.3480187901
391	0.347878097
392	0.347764092
393	0.3476887257
394	0.3475991639
395	0.3473591381
396	0.3473012477
397	0.3471751298
398	0.347079123
399	0.3469150129
400	0.3467667384
401	0.3466649046
402	0.3465602974
403	0.3464284438
404	0.3462995524
405	0.3461636109
406	0.3458979804
407	0.3457668597
408	0.3456420589
409	0.3455276122
410	0.3453936297
411	0.3452347379
412	0.3450910397
413	0.3449437962
414	0.3447880071
415	0.3447140026
416	0.3446161401
417	0.3444443817
418	0.3442737452
419	0.3442039245
420	0.3439713536
421	0.3437973511
422	0.343743767
423	0.3435596073
424	0.3434620591
425	0.3432444942
426	0.3431487367
427	0.3430351053
428	0.3429158548
429	0.3428022574
430	0.342704423
431	0.3426458464
432	0.3425646871
433	0.342352991
434	0.3422310046
435	0.3421455999
436	0.3420838776
437	0.3419065334
438	0.3417892907
439	0.3416708255
440	0.3416027848
441	0.3415203071
442	0.341404463
443	0.3412551063
444	0.3411709615
445	0.3410403416
446	0.3409294462
447	0.3407352568
448	0.3406361559
449	0.3405608535
450	0.340437711
451	0.340295167
452	0.3400854381
453	0.3399655491
454	0.3397661873
455	0.3396928109
456	0.3395561652
457	0.3394549694
458	0.3393668823
459	0.3391317598
460	0.3390596095
461	0.3389143271
462	0.3388350453
463	0.3387364153
464	0.3385303479
465	0.3383958945
466	0.3382366641
467	0.3381378274
468	0.3380173833
469	0.3378659576
470	0.3376278331
471	0.3374841927
472	0.337368487
473	0.337286471
474	0.3371808208
475	0.3370905687
476	0.3369752169
477	0.3368586088
478	0.3366786444
479	0.3365536225
480	0.3364636136
481	0.3363453404
482	0.336210884
483	0.3361337216
484	0.3359645012
485	0.3359087172
486	0.3357698223
487	0.3355743736
488	0.3354608319
489	0.3353605863
490	0.3352961979
491	0.3351818634
492	0.3350203174
493	0.3349536336
494	0.3348187525
495	0.3346970395
496	0.3346222295
497	0.3344967688
498	0.3344043624
499	0.3342550147
500	0.3341775416
501	0.3340729534
502	0.33401714
503	0.3339557468
504	0.3338193037
505	0.3336817615
506	0.3335592459
507	0.3334054075
508	0.3333564794
509	0.3331828809
510	0.3330581155
511	0.3328806545
512	0.332705414
513	0.3325805331
514	0.3324005135
515	0.3322675884
516	0.3321699938
517	0.3320496331
518	0.3318796514
519	0.3317654586
520	0.3316197629
521	0.3314538904
522	0.3313626188
523	0.331284797
524	0.3311813241
525	0.3310138595
526	0.3308947673
527	0.3307971177
528	0.3307516314
529	0.3306853526
530	0.3305926811
531	0.3304520526
532	0.3304056337
533	0.3303054306
534	0.3301185602
535	0.3300075627
536	0.3299196836
537	0.3298357085
538	0.3296494092
539	0.3294851457
540	0.3293799296
541	0.329243211
542	0.3290942901
543	0.3289612483
544	0.3288033344
545	0.3287277424
546	0.3286414076
547	0.3284809187
548	0.3283142193
549	0.328255176
550	0.3281518126
551	0.3279952976
552	0.3279096582
553	0.3278032097
554	0.3277178236
555	0.3275467133
556	0.3274564156
557	0.3273830331
558	0.3272917343
559	0.3271664972
560	0.3270668043
561	0.3269941484
562	0.3268982112
563	0.326695807
564	0.3265467311
565	0.3264636637
566	0.3263207939
567	0.3262445987
568	0.3261560718
569	0.3260813474
570	0.3260107328
571	0.3258221377
572	0.3257062953
573	0.325640375
574	0.3255465463
575	0.3254066472
576	0.3253320322
577	0.3252514303
578	0.3251281819
579	0.325051533
580	0.3249210283
581	0.3248105628
582	0.3246873824
583	0.3246141576
584	0.3244744584
585	0.3242958876
586	0.3241581614
587	0.3240388204
588	0.3239082878
589	0.323742726
590	0.3236493458
591	0.3235564232
592	0.3234598025
593	0.3233097559
594	0.323230011
595	0.3231459957
596	0.3230564553
597	0.3229883172
598	0.3229228217
599	0.3228556347
600	0.3227839648
601	0.3227178288
602	0.3225795951
603	0.3224878119
604	0.3223977631
605	0.3222750824
606	0.3220985685
607	0.3219423407
608	0.3218296735
609	0.3217353723
610	0.3215796124
611	0.321503563
612	0.3214042989
613	0.3213135956
614	0.3211945868
615	0.3211164675
616	0.320974658
617	0.3208799854
618	0.3207240328
619	0.3205955922
620	0.3204815732
621	0.3203957888
622	0.3202740087
623	0.320114742
624	0.3200028654
625	0.319935651
626	0.3197645256
627	0.3196756922
628	0.3195113016
629	0.3193350981
630	0.3192629782
631	0.3191848049
632	0.3191623093
633	0.3190814612
634	0.319016739
635	0.3189521531
636	0.3188825014
637	0.3187006376
638	0.3186055789
639	0.3185403499
640	0.3184227517
641	0.3182857936
642	0.3182291748
643	0.3181570338
644	0.318080865
645	0.3180265739
646	0.3178819975
647	0.3177955739
648	0.3177118787
649	0.3176310056
650	0.3175570926
651	0.3174610933
652	0.3173581979
653	0.3172272316
654	0.3171226212
655	0.3169626421
656	0.3168844692
657	0.3167510698
658	0.3166790707
659	0.3165231976
660	0.3164346237
661	0.3163264135
662	0.3161334106
663	0.3160393681
664	0.3158947368
665	0.3158289971
666	0.3157717578
667	0.315681008
668	0.3155522997
669	0.3154750102
670	0.3153913625
671	0.3152349137
672	0.3151398945
673	0.3150382316
674	0.3149632029
675	0.3148133389
676	0.3146547106
677	0.3145934132
678	0.3144958568
679	0.3143715706
680	0.3142288644
681	0.314071361
682	0.3140021545
683	0.313937409
684	0.3138245656
685	0.3136851595
686	0.3135621924
687	0.3134843912
688	0.3133594816
689	0.3131912769
690	0.3130431378
691	0.3129586324
692	0.312849794
693	0.3127165266
694	0.3125903155
695	0.3125397243
696	0.312436667
697	0.3123645799
698	0.3122594414
699	0.312096171
700	0.312032123
701	0.3119276322
702	0.3117125878
703	0.3116223724
704	0.3115202725
705	0.3114319159
706	0.3113499982
707	0.3112298591
708	0.3110533645
709	0.3109390498
710	0.3108596009
711	0.3107044657
712	0.3105419614
713	0.3104077487
714	0.3102670533
715	0.310166079
716	0.3100204142
717	0.3098702435
718	0.3097293343
719	0.3096559832
720	0.3095266168
721	0.3094352056
722	0.3092757202
723	0.3091005761
724	0.309032025
725	0.3088637072
726	0.3087970656
727	0.3087323125
728	0.308677426
729	0.3086103563
730	0.3085493142
731	0.3084712446
732	0.3083907784
733	0.3083274668
734	0.3081614801
735	0.308039536
736	0.3079862719
737	0.3079264379
738	0.3077633795
739	0.3076383353
740	0.307507725
741	0.3074211572
742	0.3073522712
743	0.3072382299
744	0.3071423528
745	0.306993578
746	0.306826656
747	0.3067275468
748	0.306643394
749	0.3065811168
750	0.3064864248
751	0.3063740725
752	0.3062886017
753	0.3061562719
754	0.3060549813
755	0.3059138442
756	0.3058040081
757	0.3056526837
758	0.3056005449
759	0.3054559476
760	0.3053742151
761	0.3052371549
762	0.3051697478
763	0.3051092571
764	0.3049999494
765	0.3048635628
766	0.3047186771
767	0.3046591527
768	0.3044723706
769	0.3043493145
770	0.3042367672
771	0.3042048467
772	0.3040422508
773	0.3039121561
774	0.3038423558
775	0.3036803784
776	0.3035406435
777	0.3033668726
778	0.3032164921
779	0.3030799614
780	0.3029835911
781	0.3029117336
782	0.3027740262
783	0.3026439888
784	0.3025392658
785	0.3024634178
786	0.3023400539
787	0.3022210884
788	0.3020686342
789	0.3019353247
790	0.3018281275
791	0.301750594
792	0.301679527
793	0.3015548604
794	0.3014228902
795	0.3013074934
796	0.3012361757
797	0.3011104464
798	0.3009735524
799	0.3008721695
800	0.3007326137
801	0.300648955
802	0.3005684939
803	0.300497815
804	0.3003885647
805	0.3003465496
806	0.3002283453
807	0.3001544581
808	0.3000225206
809	0.2998806764
810	0.2998400726
811	0.2997334768
812	0.2996143217
813	0.299475434
814	0.2993572432
815	0.2992974938
816	0.2992397607
817	0.2991353331
818	0.2990284253
819	0.2989689785
820	0.2988623376
821	0.2987429481
822	0.2986502865
823	0.2985753359
824	0.298518696
825	0.2983540362
826	0.2982155012
827	0.298116705
828	0.2980490713
829	0.2979875172
830	0.2979345884
831	0.2978110236
832	0.2977132577
833	0.297630877
834	0.2975433212
835	0.297453553
836	0.2973501091
837	0.2972332992
838	0.2971182575
839	0.2969993075
840	0.2969009327
841	0.2967540922
842	0.2966549595
843	0.2965805279
844	0.2965177409
845	0.2964289146
846	0.2963151862
847	0.2962268286
848	0.296073325
849	0.2959393359
850	0.2958735308
851	0.2957767884
852	0.2956677537
853	0.2955588861
854	0.2954614886
855	0.2954086887
856	0.295329255
857	0.2952550092
858	0.295148665
859	0.2950717101
860	0.2949567461
861	0.2948388011
862	0.2947345505
863	0.2945919105
864	0.294483279
865	0.294395986
866	0.2943761557
867	0.2942394347
868	0.2941654323
869	0.2940512165
870	0.2939332425
871	0.293842365
872	0.2937005785
873	0.2935606916
874	0.293482241
875	0.2933827588
876	0.2933350287
877	0.2932260135
878	0.2931631323
879	0.2931315037
880	0.2930389501
881	0.2929493467
882	0.2928431121
883	0.2927225451
884	0.2926239321
885	0.2925288452
886	0.2923426967
887	0.2922115669
888	0.2921647329
889	0.2921168887
890	0.2920346949
891	0.2919788333
892	0.291861063
893	0.2917813484
894	0.2917022306
895	0.2916073483
896	0.2914881426
897	0.2914348861
898	0.2913315514
899	0.2912347247
900	0.2911100675
901	0.2910437619
902	0.2909876856
903	0.2908844628
904	0.2907554085
905	0.2906837997
906	0.2905912415
907	0.2904666512
908	0.2903715015
909	0.2903162632
910	0.2902479578
911	0.2902012297
912	0.2901024
913	0.2899867089
914	0.2899436246
915	0.2898204667
916	0.2897304703
917	0.2896276185
918	0.2895009331
919	0.2893809304
920	0.289334087
921	0.2892331603
922	0.2891224519
923	0.2890499531
924	0.2889447474
925	0.2888947404
926	0.2888823849
927	0.2888329707
928	0.2887548836
929	0.2887096576
930	0.2886437521
931	0.2885997955
932	0.2885039848
933	0.2884439144
934	0.2883754982
935	0.2882482738
936	0.2881155294
937	0.288052107
938	0.287943467
939	0.2877984567
940	0.2876860249
941	0.2875977777
942	0.2874934752
943	0.2874150612
944	0.2873173125
945	0.2872443008
946	0.2871704075
947	0.2871140346
948	0.2870064546
949	0.2868901584
950	0.2868212206
951	0.2867193025
952	0.2866741302
953	0.286581851
954	0.2865436676
955	0.2865043382
956	0.2864135423
957	0.2863655573
958	0.2863247806
959	0.2862135331
960	0.2861079673
961	0.2860352149
962	0.2859514412
963	0.2858537344
964	0.2858092646
965	0.2857763706
966	0.2856631946
967	0.285593921
968	0.2855332073
969	0.2854767468
970	0.2853702882
971	0.2853011419
972	0.2851838161
973	0.2851198099
974	0.2850036725
975	0.2849297861
976	0.2848815276
977	0.2848175116
978	0.2847220512
979	0.2846289493
980	0.2845451785
981	0.2844448381
982	0.2843404848
983	0.2842535675
984	0.2841785857
985	0.2840835041
986	0.2839749098
987	0.2838725995
988	0.2837777815
989	0.2837072935
990	0.2836490825
991	0.2835575633
992	0.2835005158
993	0.2834681159
994	0.2833570842
995	0.2832963002
996	0.2832531963
997	0.2831507391
998	0.2830877718
999	0.2830020344
